id,PitchNo,Date,Time,PAofInning,PitchofPA,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,TopOrBottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,TrackmanGameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,GameID
25991,252,2021-04-16,20:14:10,1,4,1000024632,Right,PEN_NIT,8900792,Left,NEB,Undefined,8,Top,0,1,2,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,NULL,91.6125,-2.80031,-5.10134,2372.87,229.336,01:45:00,5.63319,1.90916,6.3425,-17.0536,16.1587,17.455,1.62177,-1.34501,83.0603,-6.0699,-1.95808,0.414783,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-10.5975,9.58894,-1.54524,50,5.42056,11.1053,-132.469,-6.97386,-18.6885,30.2943,-15.2641,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,d4edd970-9f11-11eb-8579-17f01a355d6c,90.8727,NULL,NULL,8.55229,NULL,NULL,NULL,NULL,NULL,NULL,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-17,00:14:10,"2021-04-16 20:14:10","2021-04-17 00:14:10",NULL,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,2a71200d-8e86-41fa-beb9-9c84e8a6899e,54.1551,-133.415,15.1471,5.63107,-6.49678,-7.63208,-1.90146,11.6894,-9.34427,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,143
25992,253,2021-04-16,20:14:21,1,5,1000024632,Right,PEN_NIT,8900792,Left,NEB,Undefined,8,Top,0,2,2,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,NULL,90.9238,-0.558925,-2.27756,2329.11,234.752,01:45:00,5.53345,2.34331,6.29845,-18.9745,14.5463,18.9733,3.43684,1.82483,82.4163,-4.18485,1.15224,0.416705,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-10.4773,8.05292,-2.18428,50,5.48312,4.45446,-132.011,-1.83237,-18.3332,30.3109,-18.083,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,dbb38d90-9f11-11eb-8579-17f01a355d6c,90.4536,NULL,NULL,8.50751,NULL,NULL,NULL,NULL,NULL,NULL,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-17,00:14:21,"2021-04-16 20:14:21","2021-04-17 00:14:21",NULL,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,c44c6e35-439d-480a-b8ba-1cab2ffd843e,54.1983,-132.972,15.1554,5.53211,-1.25937,-9.0415,-2.33464,5.03539,-9.16661,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,143
25993,254,2021-04-16,20:14:33,1,6,1000024632,Right,PEN_NIT,8900792,Left,NEB,Undefined,8,Top,0,3,2,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Out,1,0,NULL,90.89,-1.46284,-3.10002,2305.06,220.894,01:15:00,5.59983,2.1257,6.41445,-13.7001,19.7201,16.0908,3.11104,0.61382,82.4041,-4.13981,-0.188398,0.416079,95.074,17.0341,-6.36923,1213.24,108.817,27.6317,-16.0858,291.188,NULL,-10.915,2.94408,-9.37111,11.0903,-1.91122,50,5.4888,6.50291,-131.896,-3.69899,-16.3772,30.1267,-12.7923,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,e29925c0-9f11-11eb-8579-17f01a355d6c,90.5897,30.8672,NULL,8.48587,NULL,NULL,NULL,1.7659,2.91102,-0.64501,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-17,00:14:33,"2021-04-16 20:14:33","2021-04-17 00:14:33",LineDrive,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,f82c24e5-c941-4732-bd0c-943d08e03aee,54.0839,-132.825,15.0633,5.59684,-3.30429,-6.39615,-2.11966,7.00822,-8.18861,141.928,1.76588,132.503,-20.8941,4.85769,-1.12392,0.30004,-0.07786,0.01338,-0.00101,2.91109,40.8438,-15.5678,0.33719,0.28415,-0.23001,0.09034,-0.01785,0.00143,-0.64504,-14.7878,-3.1117,1.28369,-0.5,0.20866,-0.0677,0.01275,-0.00101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,Medium,Medium,High,High,NULL,NULL,NULL,143
25994,255,2021-04-16,20:14:57,2,1,1000024632,Right,PEN_NIT,1000078211,Right,NEB,Undefined,8,Top,1,0,0,Fastball,Sinker,InPlay,Undefined,LineDrive,Single,0,0,NULL,91.3544,-1.54177,-3.90397,2256.78,231.794,01:45:00,5.55381,2.25902,6.48078,-18.3925,14.4929,17.0487,2.60184,0.08961,83.2843,-5.05484,-0.817931,0.412736,86.3968,15.0266,13.9304,2580.76,104.403,18.6968,34.642,210.874,NULL,22.3233,2.1725,-10.03,8.34646,-1.99133,50,5.43692,8.36237,-132.523,-4.08825,-17.7976,28.9058,-17.3637,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,f16e4c10-9f11-11eb-8579-17f01a355d6c,91.3233,18.6945,NULL,8.07017,NULL,NULL,NULL,0.21449,2.38999,-0.09307,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-17,00:14:57,"2021-04-16 20:14:57","2021-04-17 00:14:57",LineDrive,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,64ef77ea-b64b-4d9f-9f4f-108d8f644494,54.0177,-133.397,14.4529,5.55253,-3.56357,-8.68186,-2.25214,8.90016,-8.8988,251.131,0.21446,118.785,-19.1552,3.90978,-0.85987,0.19906,-0.04109,0.00401,0.00008,2.39002,32.8512,-17.4949,0.99861,-0.00924,-0.06951,0.02848,-0.00383,0.00005,-0.09301,29.4587,6.61113,-2.56035,0.90765,-0.32168,0.08564,-0.01124,0.00031,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,High,High,NULL,NULL,NULL,143
25995,256,2021-04-16,20:15:53,3,1,1000024632,Right,PEN_NIT,1000048737,Right,NEB,Undefined,8,Top,1,0,0,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,NULL,83.4982,-2.03143,-3.93639,2069.94,159.642,11:15:00,5.30256,2.3295,6.14756,-35.6341,4.21496,-1.10508,0.45078,-1.40555,76.9391,-8.59636,-4.13519,0.45434,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.52902,3.09138,-2.02903,50,5.12912,8.37033,-121.05,-5.41426,-0.78421,23.8308,-27.5913,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,12c266d0-9f12-11eb-8579-17f01a355d6c,82.9609,NULL,NULL,6.55903,NULL,NULL,NULL,NULL,NULL,NULL,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-17,00:15:53,"2021-04-16 20:15:53","2021-04-17 00:15:53",NULL,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,830a1cbb-bbf4-4693-9316-35ea50f0b2b0,54.3518,-121.904,11.9154,5.30537,-4.42583,-13.7956,-2.32939,8.39842,-0.3921,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,143
25996,257,2021-04-16,20:16:19,3,2,1000024632,Right,PEN_NIT,1000048737,Right,NEB,Undefined,8,Top,1,0,1,Slider,Slider,InPlay,Undefined,FlyBall,Single,0,0,NULL,82.0299,0.606681,-1.96981,1854.94,41.433,07:30:00,5.38135,2.31034,5.59636,-41.0462,1.12327,-0.21654,2.5276,0.45251,74.9263,-6.92783,-2.00846,0.467381,71.5562,32.1904,-15.3531,2763.21,106.639,51.8136,-26.9839,253.827,NULL,-12.1766,4.03841,-0.46717,0.76945,-2.14134,50,5.40661,4.10269,-119.036,-0.1393,-0.6668,23.9587,-31.0758,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,21d50b50-9f12-11eb-8579-17f01a355d6c,80.6461,54.792,NULL,7.10355,NULL,NULL,NULL,1.80193,2.58523,-0.47691,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-17,00:16:19,"2021-04-16 20:16:19","2021-04-17 00:16:19",FlyBall,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,f42904a6-159b-4df4-b922-6f5dfd4499d7,54.902,-120.019,11.9794,5.38619,1.13515,-15.5379,-2.31016,4.13003,-0.3334,187.441,1.80293,85.6195,-12.6836,2.7365,-0.21999,-0.11506,0.04692,-0.00681,0.00035,2.58467,55.9221,-16.0093,0.71392,-0.14447,0.02193,0.00982,-0.00379,0.00034,-0.4775,-23.4999,4.55618,-0.67508,-0.02538,0.05955,-0.01806,0.00234,-0.00011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,High,High,NULL,NULL,NULL,143
25997,258,2021-04-16,20:18:22,4,1,1000024632,Right,PEN_NIT,1000093467,Right,NEB,Undefined,8,Top,1,0,0,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,NULL,90.5955,-0.421006,-3.77639,2335.63,238.919,02:00:00,5.49031,2.40857,6.29427,-20.9209,12.8497,19.4365,3.35812,0.5435,82.2292,-4.39512,-0.269733,0.418255,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-11.1367,7.12949,-2.13915,50,5.44915,7.86125,-131.393,-1.58995,-19.3592,29.3042,-19.7806,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,6b458d00-9f12-11eb-8579-17f01a355d6c,90.1183,NULL,NULL,8.36635,NULL,NULL,NULL,NULL,NULL,NULL,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-17,00:18:22,"2021-04-16 20:18:22","2021-04-17 00:18:22",NULL,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,62b7fb38-fc51-4299-b58f-9b6d8eaac8e9,54.203,-132.327,14.6521,5.48978,-0.95944,-9.89033,-2.39956,8.47833,-9.67959,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,143
25998,259,2021-04-16,20:18:42,4,2,1000024632,Right,PEN_NIT,1000093467,Right,NEB,Undefined,8,Top,1,0,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NULL,82.0536,-0.026986,-4.40252,1948.46,153.364,11:00:00,5.59603,2.37081,6.30479,-38.2699,2.8089,-0.76272,2.38194,-1.75661,75.2687,-7.12365,-4.53984,0.461297,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.85764,1.86929,-2.04703,50,5.57592,9.18608,-118.952,-1.21448,-1.22613,23.2886,-29.5016,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,7738a200-9f12-11eb-8579-17f01a355d6c,81.7097,NULL,NULL,6.78481,NULL,NULL,NULL,NULL,NULL,NULL,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-17,00:18:42,"2021-04-16 20:18:42","2021-04-17 00:18:42",NULL,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,3a68ca25-fe3f-4294-809f-384d3ed92b30,54.1931,-119.77,11.6443,5.60038,-0.17809,-14.7508,-2.3705,9.22915,-0.61306,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,143
25999,260,2021-04-16,20:19:03,4,3,1000024632,Right,PEN_NIT,1000093467,Right,NEB,Undefined,8,Top,1,1,1,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,NULL,89.8685,-1.28982,-4.78591,2243.25,234.347,01:45:00,5.57585,2.29162,6.52878,-20.4026,13.5404,17.3428,2.68808,-0.66374,81.9999,-5.17259,-1.64962,0.419321,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-10.3837,7.78619,-1.96526,50,5.477,10.2184,-130.246,-3.51259,-17.8286,27.4742,-18.8053,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,83da4680-9f12-11eb-8579-17f01a355d6c,89.8893,NULL,NULL,7.86856,NULL,NULL,NULL,NULL,NULL,NULL,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-17,00:19:03,"2021-04-16 20:19:03","2021-04-17 00:19:03",NULL,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,b8c10512-2cf2-46df-9294-454ecb26f1e7,53.9692,-131.08,13.7371,5.57503,-2.94133,-9.40267,-2.28389,10.7599,-8.91428,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,143
26000,261,2021-04-16,20:19:23,4,4,1000024632,Right,PEN_NIT,1000093467,Right,NEB,Undefined,8,Top,1,1,2,Fastball,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,NULL,90.5967,-1.77525,-4.8504,2161.8,223.521,01:30:00,5.53757,2.5012,6.41953,-17.4054,16.1702,14.317,2.44881,-0.77516,82.6363,-5.10566,-2.26823,0.417045,86.7926,20.8074,72.467,4799.51,NULL,NULL,NULL,273.101,NULL,87.1264,3.44456,-8.82666,9.26764,-2.16052,50,5.40233,10.5626,-131.228,-4.55358,-15.3796,27.9764,-16.026,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,8f835a30-9f12-11eb-8579-17f01a355d6c,90.3797,29.8385,NULL,7.96043,NULL,NULL,NULL,0.04939,2.32534,0.82852,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-17,00:19:23,"2021-04-16 20:19:23","2021-04-17 00:19:23",LineDrive,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,1c9b6c60-6033-4456-90cf-48bd34e08392,54.0785,-132.095,13.9882,5.5357,-4.05714,-8.01302,-2.4951,11.039,-7.68981,NULL,0.04939,35.8462,-16.2069,3.35949,0.2884,-1.54136,1.39604,-0.60712,0.09954,2.32534,45.2193,-15.8831,1.21249,-0.63687,0.73351,-0.59356,0.25851,-0.04403,0.82852,113.466,-14.9437,2.43207,-0.74002,0.5908,-0.47557,0.21942,-0.04154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,Low,Low,NULL,NULL,NULL,143
26001,262,2021-04-16,20:19:43,4,5,1000024632,Right,PEN_NIT,1000093467,Right,NEB,Undefined,8,Top,1,1,2,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,NULL,81.6946,1.60455,-1.41428,1931.87,45.2306,07:30:00,5.43329,2.40098,5.87092,-41.0816,1.37795,-0.11772,3.50103,1.07727,73.816,-6.01264,-1.4354,0.468985,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.39228,0.66051,-2.28648,50,5.53972,2.92933,-118.46,1.97273,-0.54947,25.6515,-31.2489,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,9baa5070-9f12-11eb-8579-17f01a355d6c,80.3702,NULL,NULL,7.87854,NULL,NULL,NULL,NULL,NULL,NULL,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-17,00:19:43,"2021-04-16 20:19:43","2021-04-17 00:19:43",NULL,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,7e971b23-4f18-40ce-9d92-678f4bd4824e,54.6247,-119.457,12.8258,5.43941,3.18759,-15.6244,-2.40078,2.95069,-0.27473,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,143
26002,263,2021-04-16,20:20:20,4,6,1000024632,Right,PEN_NIT,1000093467,Right,NEB,Undefined,8,Top,1,1,2,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,NULL,82.0535,0.192413,-3.35741,1923.86,136.3,10:30:00,5.33446,2.50671,6.11255,-39.2264,2.08433,-0.74461,2.24381,-0.66321,75.1909,-7.06443,-3.49132,0.462597,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.57862,1.385,-2.2486,50,5.32868,7.01285,-119.07,-0.8249,-0.82803,23.5466,-30.192,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,b191c440-9f12-11eb-8579-17f01a355d6c,81.4801,NULL,NULL,6.86263,NULL,NULL,NULL,NULL,NULL,NULL,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-17,00:20:20,"2021-04-16 20:20:20","2021-04-17 00:20:20",NULL,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,e15dcc3d-b9af-40d1-891c-5c0562f72a82,54.3862,-119.935,11.7733,5.33862,0.28328,-15.096,-2.50655,7.04324,-0.41402,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,143
26003,264,2021-04-16,20:20:49,4,7,1000024632,Right,PEN_NIT,1000093467,Right,NEB,Undefined,8,Top,1,1,2,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,NULL,82.0763,-0.022639,-3.78784,1922.24,226.934,01:30:00,5.28728,2.50824,6.25337,-39.0738,2.69228,1.24126,2.01021,-0.8864,74.0555,-7.30807,-3.56417,0.46514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.9252,1.82516,-2.22731,50,5.26669,7.82478,-118.883,-1.23268,-2.69954,27.0829,-29.6148,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,c3165320-9f12-11eb-8579-17f01a355d6c,81.0347,NULL,NULL,8.02084,NULL,NULL,NULL,NULL,NULL,NULL,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-17,00:20:49,"2021-04-16 20:20:49","2021-04-17 00:20:49",NULL,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,b740dcb5-9c4c-4b51-be67-1a7b63d3c5b3,54.2432,-119.845,13.5415,5.29179,-0.17992,-14.8074,-2.50717,7.92075,-1.34977,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,143
26004,265,2021-04-16,20:21:37,4,8,1000024632,Right,PEN_NIT,1000093467,Right,NEB,Undefined,8,Top,1,1,2,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,NULL,89.3324,-2.81152,-4.8741,2320.4,233.737,01:45:00,5.56401,2.41838,6.4181,-20.7257,14.2466,17.685,1.24082,-0.59938,80.7366,-6.76164,-1.68184,0.425631,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-10.7639,8.69437,-2.07733,50,5.35307,10.3115,-129.175,-6.94736,-17.9534,30.1369,-17.6725,PEN_NIT,NEB,LubranoPark,D1,BIG10,20210416-LubranoPark-1,df792ba0-9f12-11eb-8579-17f01a355d6c,88.5566,NULL,NULL,8.59576,NULL,NULL,NULL,NULL,NULL,NULL,06be5e9d-1542-48b5-b68f-f558b4146f7f,2021-04-17,00:21:37,"2021-04-16 20:21:37","2021-04-17 00:21:37",NULL,v3,5326,4865,"20210416 6:00 PM_Penn State_Nebraska",1000013427,Right,PEN_NIT,d7143911-8522-4902-83b7-33a67348f1b4,54.0791,-130.123,15.0685,5.56291,-6.39134,-8.83625,-2.41065,10.8764,-8.97672,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,High,High,High,NULL,NULL,NULL,NULL,NULL,143
